"playerId","headshot","sweaterNumber","positionCode","shootsCatches","heightInInches","weightInPounds","heightInCentimeters","weightInKilograms","birthDate","birthCountry","firstName","lastName","birthCity","birthStateProvince","teamId"
8470966,"https://assets.nhle.com/mugs/nhl/20222023/TOR/8470966.png",55,"D","L",72,205,183,93,"1983-10-03","CAN","Mark","Giordano","Toronto","ON",10
8474162,"https://assets.nhle.com/mugs/nhl/20222023/TOR/8474162.png",8,"D","L",75,227,191,103,"1989-02-21","CAN","Jake","Muzzin","Woodstock","ON",10
8474190,"https://assets.nhle.com/mugs/nhl/20222023/TOR/8474190.png",24,"R","R",74,184,188,83,"1988-08-26","CAN","Wayne","Simmonds","Scarborough","ON",10
8474568,"https://assets.nhle.com/mugs/nhl/20222023/TOR/8474568.png",2,"D","R",74,225,188,102,"1989-11-02","CAN","Luke","Schenn","Saskatoon","SK",10
8474673,"https://assets.nhle.com/mugs/nhl/20222023/TOR/8474673.png",78,"D","L",74,187,188,85,"1990-06-07","CAN","TJ","Brodie","Chatham","ON",10
8474818,"https://assets.nhle.com/mugs/nhl/20222023/TOR/8474818.png",18,"D","L",74,201,188,91,"1987-07-26","CAN","Jordie","Benn","Victoria","BC",10
8475158,"https://assets.nhle.com/mugs/nhl/20222023/TOR/8475158.png",90,"C","L",73,207,185,94,"1991-02-07","CAN","Ryan","O'Reilly","Clinton","ON",10
8475160,"https://assets.nhle.com/mugs/nhl/20222023/TOR/8475160.png",43,"L","L",74,217,188,98,"1991-01-13","CAN","Kyle","Clifford","Ayr","ON",10
8475166,"https://assets.nhle.com/mugs/nhl/20222023/TOR/8475166.png",91,"C","L",73,216,185,98,"1990-09-20","CAN","John","Tavares","Mississauga","ON",10
8475714,"https://assets.nhle.com/mugs/nhl/20222023/TOR/8475714.png",19,"C","R",72,192,183,87,"1991-09-25","SWE","Calle","Jarnkrok","Gavle",NA,10
8475718,"https://assets.nhle.com/mugs/nhl/20222023/TOR/8475718.png",3,"D","R",75,197,191,89,"1992-01-30","USA","Justin","Holl","Tonka Bay","MN",10
8476853,"https://assets.nhle.com/mugs/nhl/20222023/TOR/8476853.png",44,"D","L",73,222,185,101,"1994-03-09","CAN","Morgan","Rielly","Vancouver","BC",10
8476899,"https://assets.nhle.com/mugs/nhl/20222023/TOR/8476899.png",30,"G","L",77,203,196,92,"1994-05-25","CAN","Matt","Murray","Thunder Bay","ON",10
8476931,"https://assets.nhle.com/mugs/nhl/20222023/TOR/8476931.png",22,"D","L",73,204,185,93,"1993-10-12","USA","Jake","McCabe","Eau Claire","WI",10
8476979,"https://assets.nhle.com/mugs/nhl/20222023/TOR/8476979.png",56,"D","L",72,197,183,89,"1992-03-14","SWE","Erik","Gustafsson","Nynashamn",NA,10
8477021,"https://assets.nhle.com/mugs/nhl/20222023/TOR/8477021.png",15,"C","L",71,186,180,84,"1994-08-11","CAN","Alexander","Kerfoot","Vancouver","BC",10
8477939,"https://assets.nhle.com/mugs/nhl/20222023/TOR/8477939.png",88,"R","R",72,204,183,93,"1996-05-01","CAN","William","Nylander","Calgary","AB",10
8477979,"https://assets.nhle.com/mugs/nhl/20222023/TOR/8477979.png",96,"R","R",72,207,183,94,"1996-05-10","CAN","Nicolas","Aube-Kubel","Slave Lake","AB",10
8478043,"https://assets.nhle.com/mugs/nhl/20222023/TOR/8478043.png",28,"C","R",73,195,185,88,"1995-03-06","USA","Sam","Lafferty","Hollidaysburg","PA",10
8478047,"https://assets.nhle.com/mugs/nhl/20222023/TOR/8478047.png",58,"L","L",72,192,183,87,"1995-09-17","CAN","Michael","Bunting","Scarborough","ON",10
8478115,"https://assets.nhle.com/mugs/nhl/20222023/TOR/8478115.png",47,"L","L",77,219,196,99,"1996-05-31","SWE","Pierre","Engvall","Ljungby",NA,10
8478211,"https://assets.nhle.com/mugs/nhl/20222023/TOR/8478211.png",20,"L","L",72,193,183,88,"1995-11-24","CAN","Dryden","Hunt","Cranbrook","BC",10
8478483,"https://assets.nhle.com/mugs/nhl/20222023/TOR/8478483.png",16,"R","R",72,181,183,82,"1997-05-05","CAN","Mitch","Marner","Markham","ON",10
8478492,"https://assets.nhle.com/mugs/nhl/20222023/TOR/8478492.png",35,"G","L",75,214,191,97,"1997-02-22","RUS","Ilya","Samsonov","Magnitogorsk",NA,10
8478569,"https://assets.nhle.com/mugs/nhl/20222023/TOR/8478569.png",52,"C","R",70,209,178,95,"1991-12-01","USA","Noel","Acciari","Johnston","RI",10
8478843,"https://assets.nhle.com/mugs/nhl/20222023/TOR/8478843.png",62,"C","R",69,182,175,83,"1997-01-18","CHE","Denis","Malgin","Olten",NA,10
8478902,"https://assets.nhle.com/mugs/nhl/20222023/TOR/8478902.png",50,"G","L",75,200,191,91,"1996-10-14","SWE","Erik","Kallgren","Stockholm",NA,10
8479315,"https://assets.nhle.com/mugs/nhl/20222023/TOR/8479315.png",28,"R","R",72,207,183,94,"1998-06-19","USA","Joey","Anderson","Roseville","MN",10
8479318,"https://assets.nhle.com/mugs/nhl/20222023/TOR/8479318.png",34,"C","L",75,208,191,94,"1997-09-17","USA","Auston","Matthews","San Ramon","CA",10
8479361,"https://assets.nhle.com/mugs/nhl/20222023/TOR/8479361.png",60,"G","L",75,203,191,92,"1998-07-12","USA","Joseph","Woll","Dardenne Prairie","MO",10
8479376,"https://assets.nhle.com/mugs/nhl/20222023/TOR/8479376.png",98,"D","L",69,187,175,85,"1998-06-07","CAN","Victor","Mete","Woodbridge","ON",10
8479944,"https://assets.nhle.com/mugs/nhl/20222023/TOR/8479944.png",12,"C","L",73,205,185,93,"1994-08-10","USA","Zachary","Aston-Reese","Staten Island","NY",10
8479982,"https://assets.nhle.com/mugs/nhl/20222023/TOR/8479982.png",25,"D","R",74,202,188,92,"1998-09-18","CAN","Conor","Timmins","St. Catharines","ON",10
8480043,"https://assets.nhle.com/mugs/nhl/20222023/TOR/8480043.png",37,"D","R",73,192,185,87,"1999-04-30","SWE","Timothy","Liljegren","Kristianstad",NA,10
8480144,"https://assets.nhle.com/mugs/nhl/20222023/TOR/8480144.png",64,"C","L",74,197,188,89,"1995-01-12","CZE","David","Kampf","Chomutov",NA,10
8480439,"https://assets.nhle.com/mugs/nhl/20222023/TOR/8480439.png",81,"D","R",69,170,175,77,"1998-09-26","CAN","Mac","Hollowell","Niagara Falls","ON",10
8480820,"https://assets.nhle.com/mugs/nhl/20222023/TOR/8480820.png",82,"D","L",74,198,188,90,"1999-10-20","CZE","Filip","Kral","Blansko",NA,10
8480873,"https://assets.nhle.com/mugs/nhl/20222023/TOR/8480873.png",38,"D","L",71,182,180,83,"2000-03-07","SWE","Rasmus","Sandin","Uppsala",NA,10
