"playerId","headshot","sweaterNumber","positionCode","shootsCatches","heightInInches","weightInPounds","heightInCentimeters","weightInKilograms","birthDate","birthCountry","firstName","lastName","birthCity","birthStateProvince","teamId"
8458590,"https://assets.nhle.com/mugs/nhl/20122013/PHI/8458590.png",9,"R","R",75,229,191,104,"1972-07-04","CAN","Mike","Knuble","Toronto","ON",4
8459670,"https://assets.nhle.com/mugs/nhl/20122013/PHI/8459670.png",44,"D","L",70,194,178,88,"1975-03-18","FIN","Kimmo","Timonen","Kuopio",NA,4
8462052,"https://assets.nhle.com/mugs/nhl/20122013/PHI/8462052.png",33,"G","L",74,200,188,91,"1977-01-02","USA","Brian","Boucher","Woonsocket","RI",4
8462535,"https://assets.nhle.com/mugs/nhl/20122013/PHI/8462535.png",45,"L","L",75,230,191,104,"1976-02-07","CAN","Jody","Shelley","Thompson","MB",4
8464975,"https://assets.nhle.com/mugs/nhl/20122013/PHI/8464975.png",48,"R","R",69,174,175,79,"1977-10-06","CAN","Daniel","Brière","Gatineau","QC",4
8467346,"https://assets.nhle.com/mugs/nhl/20122013/PHI/8467346.png",12,"L","L",73,195,185,88,"1980-02-29","CAN","Simon","Gagne","Ste. Foy","QC",4
8467478,"https://assets.nhle.com/mugs/nhl/20122013/PHI/8467478.png",23,"D","L",76,210,193,95,"1979-05-04","CAN","Kent","Huskins","Almonte","ON",4
8467925,"https://assets.nhle.com/mugs/nhl/20122013/PHI/8467925.png",18,"R","R",74,212,188,96,"1980-08-14","USA","Adam","Hall","Kalamazoo","MI",4
8468038,"https://assets.nhle.com/mugs/nhl/20122013/PHI/8468038.png",49,"G","L",75,186,191,84,"1981-05-19","CAN","Michael","Leighton","Petrolia","ON",4
8468172,"https://assets.nhle.com/mugs/nhl/20122013/PHI/8468172.png",26,"L","L",73,200,185,91,"1979-01-18","UKR","Ruslan","Fedotenko","Kiev",NA,4
8468486,"https://assets.nhle.com/mugs/nhl/20122013/PHI/8468486.png",19,"L","L",74,215,188,98,"1982-04-18","CAN","Scott","Hartnell","Regina","SK",4
8468520,"https://assets.nhle.com/mugs/nhl/20122013/PHI/8468520.png",3,"D","R",77,225,196,102,"1981-11-24","CAN","Kurtis","Foster","Carp","ON",4
8468524,"https://assets.nhle.com/mugs/nhl/20122013/PHI/8468524.png",30,"G","L",75,213,191,97,"1980-06-22","RUS","Ilya","Bryzgalov","Togliatti",NA,4
8468534,"https://assets.nhle.com/mugs/nhl/20122013/PHI/8468534.png",6,"D","L",75,220,191,100,"1975-07-13","SWE","Andreas","Lilja","Helsingborg",NA,4
8470171,"https://assets.nhle.com/mugs/nhl/20122013/PHI/8470171.png",25,"C","L",71,186,180,84,"1984-02-11","CAN","Max","Talbot","Lemoyne","QC",4
8470601,"https://assets.nhle.com/mugs/nhl/20122013/PHI/8470601.png",5,"D","L",77,224,196,102,"1985-02-27","CAN","Braydon","Coburn","Shaunavon","SK",4
8470774,"https://assets.nhle.com/mugs/nhl/20122013/PHI/8470774.png",27,"D","R",73,200,185,91,"1984-10-03","CAN","Bruno","Gervais","Longueuil","QC",4
8470816,"https://assets.nhle.com/mugs/nhl/20122013/PHI/8470816.png",37,"L","L",75,215,191,98,"1985-07-16","CAN","Jay","Rosehill","Olds","AB",4
8471236,"https://assets.nhle.com/mugs/nhl/20122013/PHI/8471236.png",41,"D","L",74,223,188,101,"1985-10-13","SVK","Andrej","Meszaros","Považská Bystrica",NA,4
8471269,"https://assets.nhle.com/mugs/nhl/20122013/PHI/8471269.png",8,"D","L",76,230,193,104,"1985-01-22","SWE","Nicklas","Grossmann","Stockholm",NA,4
8473461,"https://assets.nhle.com/mugs/nhl/20122013/PHI/8473461.png",35,"G","R",76,210,193,95,"1988-05-29","CAN","Steve","Mason","Oakville","ON",4
8473512,"https://assets.nhle.com/mugs/nhl/20122013/PHI/8473512.png",28,"C","R",71,190,180,86,"1988-01-12","CAN","Claude","Giroux","Hearst","ON",4
8473542,"https://assets.nhle.com/mugs/nhl/20122013/PHI/8473542.png",32,"L","L",77,228,196,103,"1987-09-28","USA","Tom","Sestito","Rome","NY",4
8474161,"https://assets.nhle.com/mugs/nhl/20122013/PHI/8474161.png",93,"R","L",74,216,188,98,"1989-08-15","CZE","Jakub","Voracek","Kladno",NA,4
8474190,"https://assets.nhle.com/mugs/nhl/20122013/PHI/8474190.png",17,"R","R",74,184,188,83,"1988-08-26","CAN","Wayne","Simmonds","Scarborough","ON",4
8474568,"https://assets.nhle.com/mugs/nhl/20122013/PHI/8474568.png",22,"D","R",74,225,188,102,"1989-11-02","CAN","Luke","Schenn","Saskatoon","SK",4
8474736,"https://assets.nhle.com/mugs/nhl/20122013/PHI/8474736.png",36,"C","L",70,192,178,87,"1990-06-15","CAN","Zac","Rinaldo","Mississauga","ON",4
8474892,"https://assets.nhle.com/mugs/nhl/20122013/PHI/8474892.png",11,"L","L",71,180,180,82,"1990-03-06","CAN","Eric","Wellwood","Windsor","ON",4
8475170,"https://assets.nhle.com/mugs/nhl/20122013/PHI/8475170.png",10,"C","L",73,199,185,90,"1991-08-22","CAN","Brayden","Schenn","Saskatoon","SK",4
8475342,"https://assets.nhle.com/mugs/nhl/20122013/PHI/8475342.png",38,"D","L",78,220,198,100,"1989-03-24","DNK","Oliver","Lauridsen","Gentofte",NA,4
8475395,"https://assets.nhle.com/mugs/nhl/20122013/PHI/8475395.png",34,"D","L",76,186,193,84,"1991-09-03","USA","Matthew","Konan","Orange","CA",4
8475430,"https://assets.nhle.com/mugs/nhl/20122013/PHI/8475430.png",23,"D","L",73,205,185,93,"1990-06-04","CAN","Brandon","Manning","Prince George","BC",4
8475640,"https://assets.nhle.com/mugs/nhl/20122013/PHI/8475640.png",26,"D","L",70,180,178,82,"1988-12-15","SWE","Erik","Gustafsson","Kvissleby",NA,4
