"playerId","headshot","sweaterNumber","positionCode","shootsCatches","heightInInches","weightInPounds","heightInCentimeters","weightInKilograms","birthDate","birthCountry","firstName","lastName","birthCity","birthStateProvince","teamId"
8468486,"https://assets.nhle.com/mugs/nhl/20162017/CBJ/8468486.png",43,"L","L",74,215,188,98,"1982-04-18","CAN","Scott","Hartnell","Regina","SK",29
8470147,"https://assets.nhle.com/mugs/nhl/20162017/CBJ/8470147.png",30,"G","L",73,210,185,95,"1983-05-23","CAN","Curtis","McElhinney","London","ON",29
8470724,"https://assets.nhle.com/mugs/nhl/20162017/CBJ/8470724.png",26,"D","L",74,210,188,95,"1985-08-12","CAN","Kyle","Quincey","Kitchener","ON",29
8471232,"https://assets.nhle.com/mugs/nhl/20162017/CBJ/8471232.png",29,"L","L",73,193,185,88,"1986-07-28","FIN","Lauri","Korpikoski","Turku",NA,29
8471273,"https://assets.nhle.com/mugs/nhl/20162017/CBJ/8471273.png",17,"C","L",74,208,188,94,"1986-04-29","USA","Brandon","Dubinsky","Anchorage","AK",29
8471677,"https://assets.nhle.com/mugs/nhl/20162017/CBJ/8471677.png",7,"D","L",73,227,185,103,"1987-01-13","USA","Jack","Johnson","Indianapolis","IN",29
8473422,"https://assets.nhle.com/mugs/nhl/20162017/CBJ/8473422.png",71,"L","L",72,210,183,95,"1987-10-31","USA","Nick","Foligno","Buffalo","NY",29
8474040,"https://assets.nhle.com/mugs/nhl/20162017/CBJ/8474040.png",89,"C","R",71,201,180,91,"1989-08-10","CAN","Sam","Gagner","London","ON",29
8474685,"https://assets.nhle.com/mugs/nhl/20162017/CBJ/8474685.png",11,"L","L",71,186,180,84,"1989-12-24","CAN","Matt","Calvert","Brandon","MB",29
8474715,"https://assets.nhle.com/mugs/nhl/20162017/CBJ/8474715.png",13,"R","R",68,176,173,80,"1989-06-05","USA","Cam","Atkinson","Riverside","CT",29
8474774,"https://assets.nhle.com/mugs/nhl/20162017/CBJ/8474774.png",47,"D","R",75,215,191,98,"1990-03-13","CAN","Dalton","Prout","Kingsville","ON",29
8475233,"https://assets.nhle.com/mugs/nhl/20162017/CBJ/8475233.png",58,"D","R",73,235,185,107,"1990-10-22","CAN","David","Savard","St-Hyacinthe","QC",29
8475683,"https://assets.nhle.com/mugs/nhl/20162017/CBJ/8475683.png",72,"G","L",74,182,188,83,"1988-09-20","RUS","Sergei","Bobrovsky","Novokuznetsk",NA,29
8476310,"https://assets.nhle.com/mugs/nhl/20162017/CBJ/8476310.png",45,"C","L",72,205,183,93,"1993-02-25","CZE","Lukas","Sedlak","České Budějovice",NA,29
