"playerId","headshot","sweaterNumber","positionCode","shootsCatches","heightInInches","weightInPounds","heightInCentimeters","weightInKilograms","birthDate","birthCountry","firstName","lastName","birthCity","birthStateProvince","teamId"
8465009,"https://assets.nhle.com/mugs/nhl/20152016/BOS/8465009.png",33,"D","L",81,250,206,113,"1977-03-18","SVK","Zdeno","Chara","Trencin",NA,6
8467967,"https://assets.nhle.com/mugs/nhl/20152016/BOS/8467967.png",23,"C","L",72,190,183,86,"1980-11-11","CAN","Chris","Kelly","Toronto","ON",6
8468639,"https://assets.nhle.com/mugs/nhl/20152016/BOS/8468639.png",26,"D","L",70,185,178,84,"1980-11-25","USA","John-Michael","Liles","Indianapolis","IN",6
8469619,"https://assets.nhle.com/mugs/nhl/20152016/BOS/8469619.png",44,"D","L",72,199,183,90,"1981-07-18","DEU","Dennis","Seidenberg","Schwenningen",NA,6
8470171,"https://assets.nhle.com/mugs/nhl/20152016/BOS/8470171.png",25,"C","L",71,186,180,84,"1984-02-11","CAN","Max","Talbot","Lemoyne","QC",6
8470626,"https://assets.nhle.com/mugs/nhl/20152016/BOS/8470626.png",21,"R","L",74,179,188,81,"1985-07-17","SWE","Loui","Eriksson","Gothenburg",NA,6
8470638,"https://assets.nhle.com/mugs/nhl/20152016/BOS/8470638.png",37,"C","R",73,196,185,89,"1985-07-24","CAN","Patrice","Bergeron","L'Ancienne-Lorette","QC",6
8470740,"https://assets.nhle.com/mugs/nhl/20152016/BOS/8470740.png",18,"R","R",71,195,180,88,"1983-02-04","USA","Lee","Stempniak","West Seneca","NY",6
8471276,"https://assets.nhle.com/mugs/nhl/20152016/BOS/8471276.png",46,"C","R",72,192,183,87,"1986-04-28","CZE","David","Krejci","Sternberk",NA,6
8471695,"https://assets.nhle.com/mugs/nhl/20152016/BOS/8471695.png",40,"G","L",75,176,191,80,"1987-03-10","FIN","Tuukka","Rask","Savonlinna",NA,6
8471717,"https://assets.nhle.com/mugs/nhl/20152016/BOS/8471717.png",54,"D","R",76,210,193,95,"1986-10-12","CAN","Adam","McQuaid","Charlottetown","PE",6
8473419,"https://assets.nhle.com/mugs/nhl/20152016/BOS/8473419.png",63,"L","L",69,176,175,80,"1988-05-11","CAN","Brad","Marchand","Halifax","NS",6
8473492,"https://assets.nhle.com/mugs/nhl/20152016/BOS/8473492.png",39,"L","L",72,207,183,94,"1988-06-07","CAN","Matt","Beleskey","Windsor","ON",6
8474019,"https://assets.nhle.com/mugs/nhl/20152016/BOS/8474019.png",56,"D","L",75,209,191,95,"1989-09-12","USA","Tommy","Cross","Hartford","CT",6
8474625,"https://assets.nhle.com/mugs/nhl/20152016/BOS/8474625.png",11,"R","R",77,215,196,98,"1989-11-21","USA","Jimmy","Hayes","Dorchester","MA",6
8474736,"https://assets.nhle.com/mugs/nhl/20152016/BOS/8474736.png",36,"C","L",70,192,178,87,"1990-06-15","CAN","Zac","Rinaldo","Mississauga","ON",6
8475157,"https://assets.nhle.com/mugs/nhl/20152016/BOS/8475157.png",29,"C","R",72,173,183,78,"1991-08-08","CAN","Landon","Ferraro","Trail","BC",6
8475292,"https://assets.nhle.com/mugs/nhl/20152016/BOS/8475292.png",64,"R","R",73,198,185,90,"1991-06-15","CAN","Tyler","Randell","Scarborough","ON",6
8475361,"https://assets.nhle.com/mugs/nhl/20152016/BOS/8475361.png",50,"G","L",76,201,193,91,"1984-10-24","SWE","Jonas","Gustavsson","Danderyd",NA,6
8475625,"https://assets.nhle.com/mugs/nhl/20152016/BOS/8475625.png",52,"D","L",74,200,188,91,"1987-11-29","CAN","Matt","Irwin","Victoria","BC",6
8475727,"https://assets.nhle.com/mugs/nhl/20152016/BOS/8475727.png",51,"C","L",71,191,180,87,"1992-01-30","CAN","Ryan","Spooner","Ottawa","ON",6
8475792,"https://assets.nhle.com/mugs/nhl/20152016/BOS/8475792.png",14,"R","R",75,198,191,90,"1992-05-02","CAN","Brett","Connolly","Campbell River","BC",6
8475902,"https://assets.nhle.com/mugs/nhl/20152016/BOS/8475902.png",62,"D","R",75,217,191,98,"1990-08-26","USA","Zach","Trotman","Carmel","IN",6
8476191,"https://assets.nhle.com/mugs/nhl/20152016/BOS/8476191.png",86,"D","R",74,210,188,95,"1987-11-15","USA","Kevan","Miller","Los Angeles","CA",6
8476435,"https://assets.nhle.com/mugs/nhl/20152016/BOS/8476435.png",76,"C","L",70,181,178,82,"1993-09-09","RUS","Alex","Khokhlachev","Moscow",NA,6
8476476,"https://assets.nhle.com/mugs/nhl/20152016/BOS/8476476.png",45,"D","L",72,196,183,89,"1992-12-09","CAN","Joe","Morrow","Edmonton","AB",6
8476495,"https://assets.nhle.com/mugs/nhl/20152016/BOS/8476495.png",53,"C","R",69,190,175,86,"1993-01-04","CAN","Seth","Griffith","Wallaceburg","ON",6
8476525,"https://assets.nhle.com/mugs/nhl/20152016/BOS/8476525.png",6,"D","R",73,200,185,91,"1992-10-29","CAN","Colin","Miller","Sault Ste. Marie","ON",6
8476792,"https://assets.nhle.com/mugs/nhl/20152016/BOS/8476792.png",47,"D","L",69,194,175,88,"1991-04-12","USA","Torey","Krug","Livonia","MI",6
8477956,"https://assets.nhle.com/mugs/nhl/20152016/BOS/8477956.png",88,"R","R",73,195,185,88,"1996-05-25","CZE","David","Pastrnak","Havirov",NA,6
8478366,"https://assets.nhle.com/mugs/nhl/20152016/BOS/8478366.png",72,"C","L",71,197,180,89,"1994-03-14","USA","Frank","Vatrano","East Longmeadow","MA",6
8478564,"https://assets.nhle.com/mugs/nhl/20152016/BOS/8478564.png",41,"C","L",75,223,191,101,"1988-04-07","FIN","Joonas","Kemppainen","Kajaani",NA,6
8478569,"https://assets.nhle.com/mugs/nhl/20152016/BOS/8478569.png",55,"C","R",70,209,178,95,"1991-12-01","USA","Noel","Acciari","Johnston","RI",6
8467370,"https://assets.nhle.com/mugs/nhl/20152016/NSH/8467370.png",12,"C","R",73,216,185,98,"1980-06-05","CAN","Mike","Fisher","Peterborough","ON",18
8467371,"https://assets.nhle.com/mugs/nhl/20152016/NSH/8467371.png",63,"C","L",72,179,183,81,"1980-02-10","CAN","Mike","Ribeiro","Montréal","QC",18
8467890,"https://assets.nhle.com/mugs/nhl/20152016/NSH/8467890.png",5,"D","L",72,203,183,92,"1981-03-05","CAN","Barret","Jackman","Trail","BC",18
8468700,"https://assets.nhle.com/mugs/nhl/20152016/NSH/8468700.png",28,"C","L",77,227,196,103,"1982-02-03","USA","Paul","Gaustad","Fargo","ND",18
8470180,"https://assets.nhle.com/mugs/nhl/20152016/NSH/8470180.png",24,"L","L",73,200,185,91,"1983-02-14","USA","Eric","Nystrom","Syosset","NY",18
8470642,"https://assets.nhle.com/mugs/nhl/20152016/NSH/8470642.png",6,"D","R",76,230,193,104,"1985-08-14","CAN","Shea","Weber","Sicamous","BC",18
8470714,"https://assets.nhle.com/mugs/nhl/20152016/NSH/8470714.png",21,"D","R",75,204,191,93,"1984-01-05","USA","Corey","Potter","Lansing","MI",18
8471469,"https://assets.nhle.com/mugs/nhl/20152016/NSH/8471469.png",35,"G","L",77,217,196,98,"1982-11-03","FIN","Pekka","Rinne","Kempele",NA,18
8471707,"https://assets.nhle.com/mugs/nhl/20152016/NSH/8471707.png",18,"R","L",75,212,191,96,"1987-09-03","CAN","James","Neal","Whitby","ON",18
8471760,"https://assets.nhle.com/mugs/nhl/20152016/NSH/8471760.png",16,"C","R",72,205,183,93,"1987-01-07","CAN","Cody","Bass","Owen Sound","ON",18
8473658,"https://assets.nhle.com/mugs/nhl/20152016/NSH/8473658.png",64,"D","L",72,217,183,98,"1988-02-17","CAN","Victor","Bartley","Ottawa","ON",18
8474569,"https://assets.nhle.com/mugs/nhl/20152016/NSH/8474569.png",33,"L","L",73,215,185,98,"1989-10-20","USA","Colin","Wilson","Greenwich","CT",18
8474570,"https://assets.nhle.com/mugs/nhl/20152016/NSH/8474570.png",11,"C","R",72,191,183,87,"1990-02-18","CAN","Cody","Hodgson","Toronto","ON",18
