"playerId","headshot","sweaterNumber","positionCode","shootsCatches","heightInInches","weightInPounds","heightInCentimeters","weightInKilograms","birthDate","birthCountry","firstName","lastName","birthCity","birthStateProvince","teamId"
8468674,"https://assets.nhle.com/mugs/nhl/20192020/VGK/8468674.png",5,"D","R",74,212,188,96,"1982-04-03","CAN","Deryk","Engelland","Edmonton","AB",54
8470594,"https://assets.nhle.com/mugs/nhl/20192020/VGK/8470594.png",29,"G","L",74,185,188,84,"1984-11-28","CAN","Marc-Andre","Fleury","Sorel","QC",54
8471669,"https://assets.nhle.com/mugs/nhl/20192020/VGK/8471669.png",26,"C","L",72,193,183,88,"1985-12-27","CAN","Paul","Stastny","Quebec City","QC",54
8471817,"https://assets.nhle.com/mugs/nhl/20192020/VGK/8471817.png",75,"R","R",74,225,188,102,"1987-01-20","CAN","Ryan","Reaves","Winnipeg","MB",54
8474157,"https://assets.nhle.com/mugs/nhl/20192020/VGK/8474157.png",67,"L","L",74,217,188,98,"1988-11-20","USA","Max","Pacioretty","New Canaan","CT",54
8474166,"https://assets.nhle.com/mugs/nhl/20192020/VGK/8474166.png",23,"D","L",73,210,185,95,"1987-07-26","USA","Alec","Martinez","Rochester Hills","MI",54
8474207,"https://assets.nhle.com/mugs/nhl/20192020/VGK/8474207.png",22,"D","L",76,210,193,95,"1987-05-15","CAN","Nick","Holden","St. Albert","AB",54
8475188,"https://assets.nhle.com/mugs/nhl/20192020/VGK/8475188.png",3,"D","L",76,215,193,98,"1991-01-21","CAN","Brayden","McNabb","Davidson","SK",54
8475191,"https://assets.nhle.com/mugs/nhl/20192020/VGK/8475191.png",19,"R","L",73,185,185,84,"1991-04-01","CAN","Reilly","Smith","Mimico","ON",54
8475204,"https://assets.nhle.com/mugs/nhl/20192020/VGK/8475204.png",73,"C","L",73,180,185,82,"1991-04-10","CAN","Brandon","Pirri","Toronto","ON",54
8475215,"https://assets.nhle.com/mugs/nhl/20192020/VGK/8475215.png",90,"G","L",76,250,193,113,"1991-07-24","SWE","Robin","Lehner","Gothenburg",NA,54
8475236,"https://assets.nhle.com/mugs/nhl/20192020/VGK/8475236.png",21,"C","L",72,196,183,89,"1991-05-24","CAN","Cody","Eakin","Winnipeg","MB",54
8475750,"https://assets.nhle.com/mugs/nhl/20192020/VGK/8475750.png",15,"D","L",75,204,191,93,"1992-02-03","USA","Jon","Merrill","Oklahoma City","OK",54
8475913,"https://assets.nhle.com/mugs/nhl/20192020/VGK/8475913.png",61,"R","R",75,217,191,98,"1992-05-13","CAN","Mark","Stone","Winnipeg","MB",54
8476343,"https://assets.nhle.com/mugs/nhl/20192020/VGK/8476343.png",40,"G","L",75,220,191,100,"1993-06-28","USA","Garret","Sparks","Elmhurst","IL",54
8476393,"https://assets.nhle.com/mugs/nhl/20192020/VGK/8476393.png",21,"C","L",71,192,180,87,"1993-07-20","CAN","Nick","Cousins","Belleville","ON",54
8476448,"https://assets.nhle.com/mugs/nhl/20192020/VGK/8476448.png",71,"C","L",72,190,183,86,"1993-01-08","SWE","William","Karlsson","Marsta",NA,54
8476539,"https://assets.nhle.com/mugs/nhl/20192020/VGK/8476539.png",81,"R","R",69,183,175,83,"1990-12-27","CAN","Jonathan","Marchessault","Cap-Rouge","QC",54
8476861,"https://assets.nhle.com/mugs/nhl/20192020/VGK/8476861.png",35,"G","L",75,204,191,93,"1994-02-28","SWE","Oscar","Dansk","Stockholm",NA,54
8476876,"https://assets.nhle.com/mugs/nhl/20192020/VGK/8476876.png",30,"G","L",74,215,188,98,"1993-12-21","CAN","Malcolm","Subban","Toronto","ON",54
8476905,"https://assets.nhle.com/mugs/nhl/20192020/VGK/8476905.png",20,"C","L",72,209,183,95,"1994-04-22","CAN","Chandler","Stephenson","Saskatoon","SK",54
8476987,"https://assets.nhle.com/mugs/nhl/20192020/VGK/8476987.png",45,"D","L",73,188,185,85,"1994-07-25","USA","Jake","Bischoff","Cambridge","MN",54
8477220,"https://assets.nhle.com/mugs/nhl/20192020/VGK/8477220.png",88,"D","L",72,195,183,88,"1991-07-16","USA","Nate","Schmidt","St. Cloud","MN",54
8477447,"https://assets.nhle.com/mugs/nhl/20192020/VGK/8477447.png",27,"D","L",74,197,188,89,"1995-08-03","CAN","Shea","Theodore","Aldergrove","BC",54
8477458,"https://assets.nhle.com/mugs/nhl/20192020/VGK/8477458.png",7,"L","R",72,220,183,100,"1995-05-15","RUS","Valentin","Zykov","St. Petersburg",NA,54
8477478,"https://assets.nhle.com/mugs/nhl/20192020/VGK/8477478.png",28,"L","L",74,218,188,99,"1994-12-20","CAN","William","Carrier","LaSalle","QC",54
8477887,"https://assets.nhle.com/mugs/nhl/20192020/VGK/8477887.png",38,"C","R",73,210,185,95,"1992-05-29","USA","Patrick","Brown","Bloomfield Hills","MI",54
8477931,"https://assets.nhle.com/mugs/nhl/20192020/VGK/8477931.png",92,"L","L",75,205,191,93,"1992-09-01","CZE","Tomas","Nosek","Pardubice",NA,54
8477949,"https://assets.nhle.com/mugs/nhl/20192020/VGK/8477949.png",89,"R","R",76,219,193,99,"1996-05-10","USA","Alex","Tuch","Syracuse","NY",54
8478434,"https://assets.nhle.com/mugs/nhl/20192020/VGK/8478434.png",55,"R","R",74,217,188,98,"1997-04-08","CAN","Keegan","Kolesar","Brandon","MB",54
8478462,"https://assets.nhle.com/mugs/nhl/20192020/VGK/8478462.png",10,"C","R",76,202,193,92,"1997-02-05","CAN","Nicolas","Roy","Amos","QC",54
8479748,"https://assets.nhle.com/mugs/nhl/20192020/VGK/8479748.png",72,"C","L",71,200,180,91,"1995-07-29","USA","Gage","Quinney","Las Vegas","NV",54
8479980,"https://assets.nhle.com/mugs/nhl/20192020/VGK/8479980.png",14,"D","L",78,230,198,104,"1998-12-05","CAN","Nicolas","Hague","Kitchener","ON",54
8479996,"https://assets.nhle.com/mugs/nhl/20192020/VGK/8479996.png",9,"C","R",75,206,191,93,"1999-04-01","CAN","Cody","Glass","Winnipeg","MB",54
