"playerId","headshot","sweaterNumber","positionCode","shootsCatches","heightInInches","weightInPounds","heightInCentimeters","weightInKilograms","birthDate","birthCountry","firstName","lastName","birthCity","birthStateProvince","teamId"
8469455,"https://assets.nhle.com/mugs/nhl/20212022/TOR/8469455.png",19,"C","R",75,219,191,99,"1983-06-13","CAN","Jason","Spezza","Toronto","ON",10
8470966,"https://assets.nhle.com/mugs/nhl/20212022/TOR/8470966.png",55,"D","L",72,205,183,93,"1983-10-03","CAN","Mark","Giordano","Toronto","ON",10
8473415,"https://assets.nhle.com/mugs/nhl/20212022/TOR/8473415.png",33,"D","R",70,195,178,88,"1988-04-04","CAN","Alex","Biega","Montréal","QC",10
8474162,"https://assets.nhle.com/mugs/nhl/20212022/TOR/8474162.png",8,"D","L",75,227,191,103,"1989-02-21","CAN","Jake","Muzzin","Woodstock","ON",10
8474190,"https://assets.nhle.com/mugs/nhl/20212022/TOR/8474190.png",24,"R","R",74,184,188,83,"1988-08-26","CAN","Wayne","Simmonds","Scarborough","ON",10
8474636,"https://assets.nhle.com/mugs/nhl/20212022/TOR/8474636.png",30,"G","R",75,201,191,91,"1990-03-02","CAN","Michael","Hutchinson","Barrie","ON",10
8474673,"https://assets.nhle.com/mugs/nhl/20212022/TOR/8474673.png",78,"D","L",74,187,188,85,"1990-06-07","CAN","TJ","Brodie","Chatham","ON",10
8475160,"https://assets.nhle.com/mugs/nhl/20212022/TOR/8475160.png",43,"L","L",74,217,188,98,"1991-01-13","CAN","Kyle","Clifford","Ayr","ON",10
8475166,"https://assets.nhle.com/mugs/nhl/20212022/TOR/8475166.png",91,"C","L",73,216,185,98,"1990-09-20","CAN","John","Tavares","Mississauga","ON",10
8475718,"https://assets.nhle.com/mugs/nhl/20212022/TOR/8475718.png",3,"D","R",75,197,191,89,"1992-01-30","USA","Justin","Holl","Tonka Bay","MN",10
8475789,"https://assets.nhle.com/mugs/nhl/20212022/TOR/8475789.png",36,"G","L",75,207,191,94,"1992-01-09","USA","Jack","Campbell","Port Huron","MI",10
