"playerId","headshot","sweaterNumber","positionCode","shootsCatches","heightInInches","weightInPounds","heightInCentimeters","weightInKilograms","birthDate","birthCountry","firstName","lastName","birthCity","birthStateProvince","teamId"
8462093,"https://assets.nhle.com/mugs/nhl/20102011/VAN/8462093.png",18,"L","L",73,200,185,91,"1977-07-12","CAN","Peter","Schaefer","Regina","SK",23
8465202,"https://assets.nhle.com/mugs/nhl/20102011/VAN/8465202.png",6,"D","R",75,215,191,98,"1974-09-02","FIN","Sami","Salo","Turku",NA,23
8466141,"https://assets.nhle.com/mugs/nhl/20102011/VAN/8466141.png",1,"G","L",75,215,191,98,"1979-04-04","CAN","Roberto","Luongo","Montréal","QC",23
8467334,"https://assets.nhle.com/mugs/nhl/20102011/VAN/8467334.png",27,"C","L",74,207,188,94,"1980-05-18","CAN","Manny","Malhotra","Mississauga","ON",23
8467463,"https://assets.nhle.com/mugs/nhl/20102011/VAN/8467463.png",26,"R","R",74,218,188,99,"1976-12-23","SWE","Mikael","Samuelsson","Mariefred",NA,23
8467875,"https://assets.nhle.com/mugs/nhl/20102011/VAN/8467875.png",22,"L","L",73,190,185,86,"1980-09-26","SWE","Daniel","Sedin","Ornskoldsvik",NA,23
8467876,"https://assets.nhle.com/mugs/nhl/20102011/VAN/8467876.png",33,"C","L",74,183,188,83,"1980-09-26","SWE","Henrik","Sedin","Ornskoldsvik",NA,23
8467906,"https://assets.nhle.com/mugs/nhl/20102011/VAN/8467906.png",24,"R","L",75,204,191,93,"1981-02-24","SWE","Jonas","Andersson","Lidingo",NA,23
8468485,"https://assets.nhle.com/mugs/nhl/20102011/VAN/8468485.png",13,"L","L",72,215,183,98,"1981-10-08","CAN","Raffi","Torres","Toronto","ON",23
8469465,"https://assets.nhle.com/mugs/nhl/20102011/VAN/8469465.png",2,"D","L",73,204,185,93,"1982-12-13","CAN","Dan","Hamhuis","Smithers","BC",23
8469555,"https://assets.nhle.com/mugs/nhl/20102011/VAN/8469555.png",5,"D","L",74,201,188,91,"1982-07-06","DEU","Christian","Ehrhoff","Moers",NA,23
8469584,"https://assets.nhle.com/mugs/nhl/20102011/VAN/8469584.png",32,"C","R",74,212,188,96,"1983-04-06","CAN","Joel","Perrault","Montréal","QC",23
8469598,"https://assets.nhle.com/mugs/nhl/20102011/VAN/8469598.png",3,"D","R",73,197,185,89,"1981-06-16","CAN","Kevin","Bieksa","Grimsby","ON",23
8469626,"https://assets.nhle.com/mugs/nhl/20102011/VAN/8469626.png",41,"D","L",77,218,196,99,"1981-06-30","USA","Andrew","Alberts","Minneapolis","MN",23
8470054,"https://assets.nhle.com/mugs/nhl/20102011/VAN/8470054.png",4,"D","L",71,204,180,93,"1982-11-26","USA","Keith","Ballard","Baudette","MN",23
8470274,"https://assets.nhle.com/mugs/nhl/20102011/VAN/8470274.png",20,"L","L",72,205,183,93,"1983-06-02","USA","Chris","Higgins","Smithtown","NY",23
8470310,"https://assets.nhle.com/mugs/nhl/20102011/VAN/8470310.png",29,"D","L",73,220,185,100,"1983-09-27","CAN","Aaron","Rome","Nesbitt","MB",23
8470358,"https://assets.nhle.com/mugs/nhl/20102011/VAN/8470358.png",14,"R","L",73,197,185,89,"1981-04-11","CAN","Alexandre","Burrows","Pincourt","QC",23
8470616,"https://assets.nhle.com/mugs/nhl/20102011/VAN/8470616.png",17,"C","R",74,206,188,93,"1984-08-31","USA","Ryan","Kesler","Livonia","MI",23
8470620,"https://assets.nhle.com/mugs/nhl/20102011/VAN/8470620.png",10,"L","L",71,186,180,84,"1984-04-13","CAN","Jeff","Tambellini","Calgary","AB",23
8470654,"https://assets.nhle.com/mugs/nhl/20102011/VAN/8470654.png",40,"C","R",74,215,188,98,"1985-03-29","CAN","Maxim","Lapierre","Saint-Léonard","QC",23
8470708,"https://assets.nhle.com/mugs/nhl/20102011/VAN/8470708.png",34,"R","R",74,210,188,95,"1985-04-20","CAN","Guillaume","Desbiens","Alma","QC",23
8470719,"https://assets.nhle.com/mugs/nhl/20102011/VAN/8470719.png",49,"C","L",75,200,191,91,"1985-06-26","CAN","Alexandre","Bolduc","Montréal","QC",23
8470854,"https://assets.nhle.com/mugs/nhl/20102011/VAN/8470854.png",15,"L","L",73,213,185,97,"1983-11-29","CAN","Tanner","Glass","Regina","SK",23
