"playerId","headshot","sweaterNumber","positionCode","shootsCatches","heightInInches","weightInPounds","heightInCentimeters","weightInKilograms","birthDate","birthCountry","firstName","lastName","birthCity","birthStateProvince","teamId"
8455710,"https://assets.nhle.com/mugs/nhl/20062007/NJD/8455710.png",30,"G","L",74,220,188,100,"1972-05-06","CAN","Martin","Brodeur","Montréal","QC",1
8456100,"https://assets.nhle.com/mugs/nhl/20062007/NJD/8456100.png",12,"C","R",72,180,183,82,"1968-12-25","USA","Jim","Dowd","Brick","NJ",1
8458522,"https://assets.nhle.com/mugs/nhl/20062007/NJD/8458522.png",24,"D","L",75,210,191,95,"1973-02-05","CAN","Richard","Matvichuk","Edmonton","AB",1
8458978,"https://assets.nhle.com/mugs/nhl/20062007/NJD/8458978.png",18,"C","L",70,190,178,86,"1974-01-13","RUS","Sergei","Brylin","Moscow",NA,1
8459454,"https://assets.nhle.com/mugs/nhl/20062007/NJD/8459454.png",20,"L","L",73,190,185,86,"1974-12-27","USA","Jay","Pandolfo","Winchester","MA",1
8459457,"https://assets.nhle.com/mugs/nhl/20062007/NJD/8459457.png",15,"R","R",73,205,185,93,"1975-07-24","USA","Jamie","Langenbrunner","Cloquet","MN",1
8460542,"https://assets.nhle.com/mugs/nhl/20062007/NJD/8460542.png",26,"C","L",73,190,185,86,"1976-04-13","CZE","Patrik","Elias","Trebic",NA,1
8460580,"https://assets.nhle.com/mugs/nhl/20062007/NJD/8460580.png",21,"D","L",73,191,185,87,"1976-08-12","CAN","Brad","Lukowich","Cranbrook","BC",1
8464968,"https://assets.nhle.com/mugs/nhl/20062007/NJD/8464968.png",10,"C","L",73,210,185,95,"1977-03-28","USA","Erik","Rasmussen","Minneapolis","MN",1
8464983,"https://assets.nhle.com/mugs/nhl/20062007/NJD/8464983.png",22,"L","L",74,215,188,98,"1977-04-18","USA","Dan","Lacouture","Hyannis","MA",1
8465005,"https://assets.nhle.com/mugs/nhl/20062007/NJD/8465005.png",5,"D","L",76,215,193,98,"1977-12-12","CAN","Colin","White","New Glasgow","NS",1
8466339,"https://assets.nhle.com/mugs/nhl/20062007/NJD/8466339.png",40,"G","L",74,200,188,91,"1977-07-23","USA","Scott","Clemmensen","Des Moines","IA",1
8466371,"https://assets.nhle.com/mugs/nhl/20062007/NJD/8466371.png",11,"C","L",71,190,180,86,"1973-05-04","CAN","John","Madden","Toronto","ON",1
8467336,"https://assets.nhle.com/mugs/nhl/20062007/NJD/8467336.png",17,"C","L",77,235,196,107,"1980-01-13","USA","Mike","Rupp","Cleveland","OH",1
8467351,"https://assets.nhle.com/mugs/nhl/20062007/NJD/8467351.png",21,"C","L",71,200,180,91,"1979-12-23","USA","Scott","Gomez","Anchorage","AK",1
8467407,"https://assets.nhle.com/mugs/nhl/20062007/NJD/8467407.png",14,"R","R",67,178,170,81,"1979-01-18","USA","Brian","Gionta","Rochester","NY",1
8467540,"https://assets.nhle.com/mugs/nhl/20062007/NJD/8467540.png",6,"D","R",72,205,183,93,"1979-05-11","USA","Jim","Fahey","Boston","MA",1
8467856,"https://assets.nhle.com/mugs/nhl/20062007/NJD/8467856.png",28,"D","R",70,194,178,88,"1973-09-28","USA","Brian","Rafalski","Dearborn","MI",1
8468502,"https://assets.nhle.com/mugs/nhl/20062007/NJD/8468502.png",36,"D","L",73,222,185,101,"1981-06-18","USA","David","Hale","Colorado Springs","CO",1
8468542,"https://assets.nhle.com/mugs/nhl/20062007/NJD/8468542.png",7,"D","L",73,200,185,91,"1981-03-05","USA","Paul","Martin","Minneapolis","MN",1
8469499,"https://assets.nhle.com/mugs/nhl/20062007/NJD/8469499.png",46,"L","L",74,215,188,98,"1982-11-13","FIN","Tuomas","Pihlman","Espoo",NA,1
8469665,"https://assets.nhle.com/mugs/nhl/20062007/NJD/8469665.png",29,"D","L",72,191,183,87,"1981-10-01","SWE","Johnny","Oduya","Stockholm",NA,1
8470123,"https://assets.nhle.com/mugs/nhl/20062007/NJD/8470123.png",25,"R","R",72,215,183,98,"1984-04-15","USA","Cam","Janssen","St. Louis","MO",1
8470199,"https://assets.nhle.com/mugs/nhl/20062007/NJD/8470199.png",21,"R","R",77,215,196,98,"1983-04-14","USA","Barry","Tallackson","Grafton","ND",1
8470335,"https://assets.nhle.com/mugs/nhl/20062007/NJD/8470335.png",8,"D","R",73,195,185,88,"1976-08-21","USA","Alexander","Brooks","Madison","WI",1
8470610,"https://assets.nhle.com/mugs/nhl/20062007/NJD/8470610.png",9,"L","L",71,195,180,88,"1984-07-28","USA","Zach","Parise","Minneapolis","MN",1
8470920,"https://assets.nhle.com/mugs/nhl/20062007/NJD/8470920.png",23,"R","R",72,207,183,94,"1984-03-31","CAN","David","Clarkson","Toronto","ON",1
8471233,"https://assets.nhle.com/mugs/nhl/20062007/NJD/8471233.png",19,"C","R",74,185,188,84,"1985-05-13","CAN","Travis","Zajac","Winnipeg","MB",1
8471748,"https://assets.nhle.com/mugs/nhl/20062007/NJD/8471748.png",32,"D","L",76,220,193,100,"1986-09-29","CAN","Mark","Fraser","Ottawa","ON",1
8472355,"https://assets.nhle.com/mugs/nhl/20062007/NJD/8472355.png",10,"C","L",72,205,183,93,"1984-09-01","CAN","Rod","Pelley","Kitimat","BC",1
8472382,"https://assets.nhle.com/mugs/nhl/20062007/NJD/8472382.png",6,"D","L",71,190,180,86,"1982-10-30","USA","Andy","Greene","Trenton","MI",1
8446788,"https://assets.nhle.com/mugs/nhl/20062007/CBJ/8446788.png",91,"C","L",74,207,188,94,"1969-12-13","RUS","Sergei","Fedorov","Pskov",NA,29
8456283,"https://assets.nhle.com/mugs/nhl/20062007/CBJ/8456283.png",52,"D","R",74,220,188,100,"1971-07-10","CAN","Adam","Foote","Toronto","ON",29
8459156,"https://assets.nhle.com/mugs/nhl/20062007/CBJ/8459156.png",77,"R","R",73,210,185,95,"1974-06-06","CAN","Anson","Carter","Toronto","ON",29
8459443,"https://assets.nhle.com/mugs/nhl/20062007/CBJ/8459443.png",8,"D","L",75,224,191,102,"1975-01-09","SWE","Anders","Eriksson","Bollnas",NA,29
8459455,"https://assets.nhle.com/mugs/nhl/20062007/CBJ/8459455.png",9,"R","L",70,181,178,82,"1975-01-22","CZE","David","Vyborny","Jihlava",NA,29
8460556,"https://assets.nhle.com/mugs/nhl/20062007/CBJ/8460556.png",33,"L","L",76,220,193,100,"1974-10-08","SWE","Freddy","Modin","Sundsvall",NA,29
8462032,"https://assets.nhle.com/mugs/nhl/20062007/CBJ/8462032.png",4,"D","L",74,220,188,100,"1977-03-05","USA","Bryan","Berard","Woonsocket","RI",29
8462052,"https://assets.nhle.com/mugs/nhl/20062007/CBJ/8462052.png",33,"G","L",74,200,188,91,"1977-01-02","USA","Brian","Boucher","Woonsocket","RI",29
8462535,"https://assets.nhle.com/mugs/nhl/20062007/CBJ/8462535.png",45,"L","L",75,230,191,104,"1976-02-07","CAN","Jody","Shelley","Thompson","MB",29
8466251,"https://assets.nhle.com/mugs/nhl/20062007/CBJ/8466251.png",25,"L","L",75,215,191,98,"1979-05-02","CAN","Jason","Chimera","Edmonton","AB",29
8466381,"https://assets.nhle.com/mugs/nhl/20062007/CBJ/8466381.png",38,"D","L",70,190,178,86,"1978-05-12","CAN","Derrick","Walser","New Glasgow","NS",29
