"playerId","headshot","sweaterNumber","positionCode","shootsCatches","heightInInches","weightInPounds","heightInCentimeters","weightInKilograms","birthDate","birthCountry","firstName","lastName","birthCity","birthStateProvince","teamId"
8475170,"https://assets.nhle.com/mugs/nhl/20232024/STL/8475170.png",10,"C","L",73,199,185,90,"1991-08-22","CAN","Brayden","Schenn","Saskatoon","SK",19
8475181,"https://assets.nhle.com/mugs/nhl/20232024/STL/8475181.png",4,"D","L",72,205,183,93,"1991-03-20","USA","Nick","Leddy","Eden Prairie","MN",19
8475753,"https://assets.nhle.com/mugs/nhl/20232024/STL/8475753.png",72,"D","R",72,214,183,97,"1992-03-20","USA","Justin","Faulk","South St. Paul","MN",19
8476412,"https://assets.nhle.com/mugs/nhl/20232024/STL/8476412.png",50,"G","L",74,172,188,78,"1993-07-11","CAN","Jordan","Binnington","Richmond Hill","ON",19
8476438,"https://assets.nhle.com/mugs/nhl/20232024/STL/8476438.png",20,"L","L",73,215,185,98,"1992-10-27","USA","Brandon","Saad","Pittsburgh","PA",19
8476792,"https://assets.nhle.com/mugs/nhl/20232024/STL/8476792.png",47,"D","L",69,194,175,88,"1991-04-12","USA","Torey","Krug","Livonia","MI",19
8476892,"https://assets.nhle.com/mugs/nhl/20232024/STL/8476892.png",55,"D","R",78,228,198,103,"1993-05-12","CAN","Colton","Parayko","St. Albert","AB",19
8476897,"https://assets.nhle.com/mugs/nhl/20232024/STL/8476897.png",70,"C","R",75,220,191,100,"1994-03-23","SWE","Oskar","Sundqvist","Boden",NA,19
8477402,"https://assets.nhle.com/mugs/nhl/20232024/STL/8477402.png",89,"L","L",73,196,185,89,"1995-04-17","RUS","Pavel","Buchnevich","Cherepovets",NA,19
8477573,"https://assets.nhle.com/mugs/nhl/20232024/STL/8477573.png",26,"L","L",69,187,175,85,"1994-02-07","GBR","Nathan","Walker","Cardiff",NA,19
8479385,"https://assets.nhle.com/mugs/nhl/20232024/STL/8479385.png",25,"C","R",73,196,185,89,"1998-05-05","CAN","Jordan","Kyrou","Toronto","ON",19
8480023,"https://assets.nhle.com/mugs/nhl/20232024/STL/8480023.png",18,"C","R",72,218,183,99,"1999-07-02","CAN","Robert","Thomas","Aurora","ON",19
8480074,"https://assets.nhle.com/mugs/nhl/20232024/STL/8480074.png",NA,"C","L",73,201,185,91,"1999-09-13","FRA","Alexandre","Texier","Saint-Martin-d'Hères",NA,19
8480281,"https://assets.nhle.com/mugs/nhl/20232024/STL/8480281.png",13,"R","L",78,222,198,101,"1999-06-25","RUS","Alexey","Toropchenko","Moscow",NA,19
8480981,"https://assets.nhle.com/mugs/nhl/20232024/STL/8480981.png",30,"G","L",77,179,196,81,"2000-07-30","CAN","Joel","Hofer","Winnipeg","MB",19
8481006,"https://assets.nhle.com/mugs/nhl/20232024/STL/8481006.png",75,"D","L",73,204,185,93,"2000-03-01","CAN","Tyler","Tucker","Thunder Bay","ON",19
8481059,"https://assets.nhle.com/mugs/nhl/20232024/STL/8481059.png",48,"D","L",70,175,178,79,"1998-08-18","USA","Scott","Perunovich","Hibbing","MN",19
8481543,"https://assets.nhle.com/mugs/nhl/20232024/STL/8481543.png",59,"C","L",73,177,185,80,"2000-09-16","DEU","Nikita","Alexandrov","Burgwedel",NA,19
